Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
25,No,Travel_Rarely,Sales,28,Bachelor,'Life Sciences',Low,Male,Medium,Professional,'Sales Executive',High,Married,8639,No,18,Excellent,VeryHigh,Level1,6,High,2,2,2,2
30,No,Travel_Rarely,'Human Resources',9,Bachelor,'Human Resources',High,Male,High,Professional,'Human Resources',VeryHigh,Married,6347,Yes,19,Excellent,VeryHigh,Level1,12,Low,11,9,4,7
32,Yes,Travel_Rarely,'Research & Development',9,Bachelor,Medical,Low,Female,High,AssociateProfessional,'Laboratory Technician',Low,Single,4200,No,22,Outstanding,Low,Level1,10,VeryHigh,5,4,0,4
45,No,Travel_Rarely,'Research & Development',29,Bachelor,Medical,High,Male,High,AssociateProfessional,'Research Scientist',VeryHigh,Single,3452,No,13,Excellent,Medium,Level1,9,Medium,6,5,0,3
38,No,Travel_Rarely,'Research & Development',3,Doctor,'Technical Degree',VeryHigh,Female,High,Professional,'Research Scientist',High,Single,4317,Yes,20,Outstanding,Medium,Level1,19,High,3,2,2,2
30,No,Travel_Rarely,'Research & Development',18,Bachelor,'Life Sciences',Low,Female,High,AssociateProfessional,'Research Scientist',High,Single,2632,No,14,Excellent,High,Level1,5,Medium,5,4,0,4
32,No,Travel_Frequently,Sales,9,College,Medical,VeryHigh,Male,Low,Professional,'Sales Executive',VeryHigh,Divorced,4668,No,17,Excellent,VeryHigh,Level4,9,VeryHigh,8,7,0,7
30,No,Travel_Rarely,'Research & Development',5,Bachelor,'Technical Degree',VeryHigh,Female,High,AssociateProfessional,'Research Scientist',Low,Divorced,3204,No,14,Excellent,VeryHigh,Level2,8,High,3,2,2,2
30,No,Travel_Rarely,'Research & Development',2,BelowCollege,Medical,Medium,Male,Medium,AssociateProfessional,'Laboratory Technician',VeryHigh,Single,2720,No,13,Excellent,VeryHigh,Level1,6,High,5,3,1,2
41,No,Travel_Frequently,'Research & Development',10,Bachelor,'Life Sciences',VeryHigh,Male,Medium,Manager,Manager,Low,Divorced,17181,No,13,Excellent,Medium,Level2,21,Medium,7,6,7,7
41,No,Travel_Rarely,'Research & Development',9,Master,'Life Sciences',High,Male,High,AssociateProfessional,'Laboratory Technician',Low,Married,2238,No,21,Outstanding,VeryHigh,Level2,7,High,5,0,1,4
19,No,Travel_Rarely,'Research & Development',3,BelowCollege,Medical,Medium,Female,High,AssociateProfessional,'Laboratory Technician',Medium,Single,1483,No,14,Excellent,VeryHigh,Level1,1,High,1,0,0,0
40,No,Travel_Frequently,'Research & Development',26,Bachelor,Medical,Medium,Female,High,Professional,'Research Scientist',Medium,Divorced,5605,No,11,Excellent,Low,Level2,20,High,20,7,2,13
35,No,Travel_Rarely,Sales,1,Doctor,Marketing,High,Male,High,AssociateManager,'Sales Executive',Medium,Married,7295,No,13,Excellent,Low,Level3,10,High,10,8,0,6
53,No,Travel_Rarely,Sales,6,College,Marketing,Medium,Male,High,Professional,'Sales Representative',High,Married,2306,Yes,20,Outstanding,VeryHigh,Level2,13,Low,7,7,4,5
45,No,Travel_Rarely,'Research & Development',9,Bachelor,'Life Sciences',Medium,Male,High,Professional,'Laboratory Technician',Medium,Divorced,2348,No,18,Excellent,High,Level2,20,Low,17,9,0,15
32,No,Travel_Frequently,Sales,8,Bachelor,Marketing,Medium,Female,High,AssociateManager,'Sales Executive',VeryHigh,Single,8998,No,14,Excellent,VeryHigh,Level1,9,High,9,8,3,7
29,No,Non-Travel,'Research & Development',1,BelowCollege,'Technical Degree',VeryHigh,Male,High,Professional,'Manufacturing Director',High,Married,4319,No,13,Excellent,Low,Level2,10,High,10,7,0,9
51,No,Travel_Rarely,'Research & Development',7,Master,Medical,Medium,Male,Medium,Professional,'Manufacturing Director',High,Married,6132,No,17,Excellent,High,Level1,10,High,1,0,0,0
58,No,Travel_Rarely,'Research & Development',9,Bachelor,Medical,Medium,Female,Medium,AssociateProfessional,'Research Scientist',Medium,Married,3346,Yes,20,Outstanding,Medium,Level2,9,Medium,1,0,0,0
40,No,Travel_Rarely,Sales,4,Master,Marketing,High,Male,Medium,AssociateManager,'Sales Executive',VeryHigh,Married,10855,No,11,Excellent,Low,Level2,15,Medium,12,11,2,11
34,No,Travel_Frequently,Sales,2,Master,Marketing,High,Female,High,AssociateProfessional,'Sales Representative',High,Married,2231,No,18,Excellent,VeryHigh,Level2,6,High,4,3,1,2
22,No,Travel_Rarely,'Research & Development',19,BelowCollege,Medical,High,Male,High,AssociateProfessional,'Research Scientist',VeryHigh,Married,2323,No,24,Outstanding,Low,Level3,2,High,2,2,2,2
27,No,Non-Travel,'Research & Development',9,Bachelor,Medical,VeryHigh,Male,High,AssociateProfessional,'Research Scientist',Medium,Divorced,2024,No,18,Excellent,VeryHigh,Level2,6,Low,2,2,2,2
28,No,Travel_Rarely,'Research & Development',21,Bachelor,Medical,High,Male,High,AssociateProfessional,'Research Scientist',VeryHigh,Married,2713,No,11,Excellent,High,Level2,5,Low,5,2,0,2
57,No,Travel_Rarely,'Research & Development',24,College,'Life Sciences',High,Male,VeryHigh,AssociateManager,'Healthcare Representative',VeryHigh,Divorced,9439,Yes,16,Excellent,Medium,Level2,12,Low,5,3,1,4
27,No,Non-Travel,'Research & Development',3,Bachelor,Medical,High,Male,Medium,AssociateProfessional,'Research Scientist',High,Divorced,2566,Yes,15,Excellent,VeryHigh,Level2,1,Medium,1,1,0,1
50,No,Travel_Rarely,'Research & Development',11,Bachelor,'Life Sciences',High,Female,High,Executive,Manager,Medium,Single,19926,No,15,Excellent,Medium,Level1,21,High,5,4,4,4
41,No,Travel_Rarely,'Research & Development',14,Bachelor,'Life Sciences',Low,Male,High,AssociateProfessional,'Research Scientist',High,Divorced,2451,No,12,Excellent,Low,Level2,13,High,9,8,1,8
30,No,Travel_Rarely,Sales,5,Bachelor,'Life Sciences',Medium,Female,High,AssociateManager,'Sales Executive',VeryHigh,Married,9419,No,12,Excellent,High,Level2,12,High,10,9,7,4
38,No,Travel_Rarely,Sales,1,Master,'Life Sciences',Low,Female,Medium,Professional,'Sales Executive',VeryHigh,Single,8686,No,22,Outstanding,High,Level1,12,VeryHigh,8,3,0,7
32,No,Travel_Rarely,'Research & Development',6,Doctor,'Life Sciences',High,Male,High,AssociateProfessional,'Research Scientist',High,Single,3038,No,20,Outstanding,Low,Level1,8,High,5,4,1,4
27,No,Travel_Rarely,'Research & Development',17,Bachelor,'Technical Degree',High,Male,High,AssociateProfessional,'Research Scientist',Medium,Married,3058,Yes,16,Excellent,VeryHigh,Level2,6,Medium,5,2,1,1
19,Yes,Travel_Frequently,Sales,1,BelowCollege,'Technical Degree',High,Female,Low,AssociateProfessional,'Sales Representative',Low,Single,2325,No,21,Outstanding,Low,Level1,1,VeryHigh,0,0,0,0
36,No,Travel_Frequently,'Research & Development',3,College,Medical,VeryHigh,Male,High,AssociateProfessional,'Laboratory Technician',Medium,Single,2088,No,12,Excellent,High,Level1,13,Medium,8,7,7,2
30,No,Non-Travel,'Research & Development',9,Bachelor,Medical,High,Male,High,Professional,'Laboratory Technician',Low,Divorced,3072,No,11,Excellent,High,Level3,12,High,12,9,6,10
45,No,Travel_Rarely,Sales,4,College,'Life Sciences',High,Female,High,Professional,'Sales Executive',Low,Divorced,5006,Yes,11,Excellent,Low,Level2,9,VeryHigh,5,4,0,3
56,No,Travel_Rarely,'Research & Development',8,Bachelor,'Life Sciences',High,Female,High,AssociateProfessional,'Research Scientist',Low,Divorced,4257,Yes,18,Excellent,High,Level2,19,High,2,2,2,2
33,No,Travel_Rarely,'Research & Development',2,Bachelor,'Life Sciences',High,Male,High,AssociateProfessional,'Research Scientist',VeryHigh,Single,2500,No,14,Excellent,Low,Level1,4,VeryHigh,3,1,0,2
19,Yes,Travel_Rarely,'Research & Development',2,Bachelor,'Life Sciences',Medium,Male,Medium,AssociateProfessional,'Laboratory Technician',VeryHigh,Single,1102,No,22,Outstanding,High,Level1,1,Medium,1,0,1,0
46,No,Travel_Rarely,Sales,1,College,Marketing,Medium,Female,High,AssociateManager,'Sales Executive',Low,Divorced,10453,No,25,Outstanding,High,Level4,24,High,24,13,15,7
38,No,Travel_Rarely,'Research & Development',9,College,'Life Sciences',High,Female,High,AssociateProfessional,'Laboratory Technician',VeryHigh,Single,2288,No,12,Excellent,High,Level1,2,High,2,2,2,1
31,No,Travel_Rarely,'Research & Development',12,BelowCollege,Medical,High,Female,High,AssociateProfessional,'Research Scientist',VeryHigh,Married,3929,Yes,23,Outstanding,High,Level2,7,High,4,2,0,2
34,No,Travel_Rarely,'Research & Development',27,College,Medical,VeryHigh,Female,High,AssociateProfessional,'Research Scientist',Medium,Single,2311,No,15,Excellent,VeryHigh,Level1,9,High,3,2,1,2
41,Yes,Travel_Rarely,Sales,20,College,Marketing,Medium,Female,High,AssociateProfessional,'Sales Representative',Medium,Single,3140,Yes,22,Outstanding,VeryHigh,Level1,4,Medium,4,3,0,2
50,No,Travel_Rarely,'Research & Development',1,Bachelor,Medical,High,Male,Medium,AssociateProfessional,'Laboratory Technician',High,Married,3690,No,15,Excellent,VeryHigh,Level2,5,Medium,3,2,0,2
53,No,Travel_Rarely,'Research & Development',13,College,Medical,VeryHigh,Female,VeryHigh,Professional,'Manufacturing Director',Low,Divorced,4450,No,11,Excellent,High,Level3,5,High,4,2,1,3
33,No,Travel_Rarely,'Research & Development',14,Bachelor,Medical,VeryHigh,Female,High,AssociateProfessional,'Research Scientist',Medium,Married,2756,No,13,Excellent,VeryHigh,Level2,8,High,8,7,1,6
40,No,Travel_Rarely,'Research & Development',4,BelowCollege,Medical,VeryHigh,Female,High,Executive,Manager,High,Married,19033,No,14,Excellent,Medium,Level2,21,High,20,8,9,9
55,No,Travel_Rarely,'Research & Development',14,Master,Medical,High,Male,VeryHigh,Executive,'Research Director',Medium,Single,18722,No,11,Excellent,VeryHigh,Level1,36,High,24,15,2,15
34,No,Travel_Frequently,'Research & Development',2,BelowCollege,'Life Sciences',VeryHigh,Male,Medium,Professional,'Manufacturing Director',High,Married,9547,No,17,Excellent,High,Level1,10,Medium,10,9,1,9
51,No,Travel_Rarely,'Research & Development',3,Bachelor,Medical,VeryHigh,Female,High,Manager,'Healthcare Representative',Medium,Single,13734,No,18,Excellent,High,Level1,21,High,7,7,1,0
52,No,Travel_Rarely,'Research & Development',1,Master,'Life Sciences',High,Male,Medium,Executive,Manager,High,Married,19999,No,14,Excellent,Low,Level2,34,High,33,18,11,9
27,No,Travel_Rarely,'Research & Development',9,Bachelor,Medical,VeryHigh,Female,High,AssociateProfessional,'Research Scientist',Medium,Single,2279,No,16,Excellent,VeryHigh,Level1,7,Medium,7,7,0,3
35,Yes,Travel_Rarely,'Research & Development',23,College,'Life Sciences',Medium,Male,Medium,Professional,'Manufacturing Director',High,Married,5916,Yes,13,Excellent,Low,Level1,8,High,1,0,0,1
43,No,Non-Travel,'Research & Development',7,Bachelor,Medical,VeryHigh,Male,VeryHigh,AssociateProfessional,'Research Scientist',VeryHigh,Divorced,2089,No,14,Excellent,VeryHigh,Level4,7,VeryHigh,5,4,2,2
45,No,Non-Travel,'Research & Development',2,College,Medical,Low,Male,Medium,Manager,Manager,VeryHigh,Married,16792,No,23,Outstanding,VeryHigh,Level2,22,High,20,8,11,8
37,No,Travel_Rarely,'Research & Development',21,Bachelor,'Life Sciences',Medium,Male,VeryHigh,AssociateProfessional,'Research Scientist',Low,Married,3564,Yes,12,Excellent,Low,Level2,8,Medium,8,7,1,7
35,No,Travel_Frequently,'Research & Development',2,Bachelor,Medical,Medium,Female,High,Professional,'Laboratory Technician',Medium,Single,4425,No,11,Excellent,VeryHigh,Level1,10,High,6,2,1,2
42,No,Non-Travel,'Research & Development',21,College,Medical,High,Female,High,Professional,'Manufacturing Director',High,Divorced,5265,No,16,Excellent,Medium,Level2,11,High,5,3,0,2
38,No,Travel_Rarely,'Research & Development',2,Master,'Life Sciences',VeryHigh,Male,High,Professional,'Manufacturing Director',High,Married,6553,No,14,Excellent,Medium,Level1,14,High,1,0,0,0
38,No,Travel_Rarely,'Research & Development',29,Bachelor,'Technical Degree',VeryHigh,Male,High,Professional,'Manufacturing Director',VeryHigh,Married,6261,No,18,Excellent,Low,Level2,9,Low,7,7,1,7
27,No,Travel_Frequently,'Research & Development',1,BelowCollege,'Technical Degree',High,Male,Medium,Professional,'Manufacturing Director',Low,Married,4298,No,19,Excellent,High,Level2,6,High,2,2,2,0
49,No,Non-Travel,'Research & Development',18,Master,'Life Sciences',VeryHigh,Male,High,Professional,'Manufacturing Director',VeryHigh,Divorced,6804,Yes,15,Excellent,Low,Level3,7,High,7,7,1,7
34,No,Travel_Frequently,'Research & Development',10,Master,Medical,VeryHigh,Male,High,AssociateProfessional,'Research Scientist',High,Divorced,3815,Yes,17,Excellent,VeryHigh,Level2,5,VeryHigh,5,3,2,0
40,No,Travel_Rarely,'Research & Development',19,College,Medical,High,Male,High,Professional,'Laboratory Technician',VeryHigh,Married,2741,Yes,15,Excellent,High,Level2,15,VeryHigh,7,2,3,7
38,Yes,Travel_Rarely,'Research & Development',29,BelowCollege,Medical,Medium,Male,High,Professional,'Healthcare Representative',Low,Married,6673,Yes,19,Excellent,Medium,Level1,17,High,1,0,0,0
29,Yes,Travel_Rarely,Sales,27,Bachelor,Marketing,Medium,Female,High,AssociateManager,'Sales Executive',VeryHigh,Married,7639,No,22,Outstanding,VeryHigh,Level4,10,Medium,10,4,1,9
22,No,Travel_Rarely,'Research & Development',5,Bachelor,'Life Sciences',VeryHigh,Male,VeryHigh,AssociateProfessional,'Research Scientist',Medium,Divorced,2328,Yes,16,Excellent,Low,Level2,4,Medium,4,2,2,2
36,No,Travel_Frequently,'Research & Development',18,BelowCollege,Medical,Medium,Female,High,AssociateProfessional,'Laboratory Technician',VeryHigh,Single,2153,No,13,Excellent,Low,Level1,8,High,8,1,1,7
40,No,Non-Travel,'Research & Development',9,Doctor,'Life Sciences',VeryHigh,Male,Medium,Professional,'Healthcare Representative',VeryHigh,Married,4876,No,14,Excellent,VeryHigh,Level2,5,Low,3,2,0,2
46,No,Travel_Rarely,'Research & Development',1,Master,Medical,VeryHigh,Male,High,AssociateManager,'Healthcare Representative',Low,Divorced,9396,No,16,Excellent,High,Level2,17,High,4,2,0,3
32,Yes,Travel_Rarely,Sales,4,Master,Medical,VeryHigh,Male,Low,AssociateManager,'Sales Executive',VeryHigh,Married,10400,No,11,Excellent,High,Level1,14,Medium,14,8,9,8
30,No,Non-Travel,'Research & Development',1,BelowCollege,'Life Sciences',High,Male,Medium,AssociateManager,'Manufacturing Director',High,Single,8474,No,22,Outstanding,High,Level1,12,High,11,8,5,8
27,No,Travel_Frequently,Sales,20,Bachelor,'Life Sciences',VeryHigh,Female,High,Professional,'Sales Executive',High,Single,9981,No,14,Excellent,VeryHigh,Level1,7,High,7,7,0,7
51,No,Travel_Rarely,'Research & Development',8,Master,'Life Sciences',Medium,Male,Medium,AssociateManager,'Research Director',Medium,Married,12490,No,16,Excellent,VeryHigh,Level3,16,Low,10,9,4,7
30,Yes,Travel_Rarely,'Research & Development',3,Bachelor,'Technical Degree',VeryHigh,Female,High,AssociateProfessional,'Research Scientist',Low,Single,2657,Yes,11,Excellent,High,Level1,8,High,5,2,0,4
41,No,Travel_Rarely,Sales,6,Bachelor,'Life Sciences',VeryHigh,Female,High,AssociateManager,Manager,VeryHigh,Single,13591,Yes,18,Excellent,High,Level1,16,High,1,0,0,0
30,Yes,Travel_Frequently,Sales,26,Master,Marketing,High,Female,Medium,Professional,'Sales Executive',Low,Single,6696,No,15,Excellent,High,Level1,9,Medium,6,3,0,1
29,Yes,Travel_Rarely,'Research & Development',1,Bachelor,'Technical Degree',High,Male,High,AssociateProfessional,'Research Scientist',High,Single,2058,No,14,Excellent,VeryHigh,Level1,7,Medium,6,2,1,5
45,No,Non-Travel,Sales,6,Bachelor,Medical,VeryHigh,Female,Medium,AssociateManager,'Sales Executive',VeryHigh,Single,8865,No,12,Excellent,VeryHigh,Level1,23,High,19,7,12,8
54,No,Travel_Rarely,Sales,3,Bachelor,Marketing,VeryHigh,Female,High,Professional,'Sales Executive',Low,Married,5940,No,14,Excellent,VeryHigh,Level2,16,High,6,2,0,5
36,No,Travel_Rarely,'Research & Development',5,College,'Life Sciences',VeryHigh,Male,High,Professional,'Laboratory Technician',Medium,Single,5914,No,16,Excellent,VeryHigh,Level1,16,VeryHigh,13,11,3,7
33,No,Travel_Rarely,'Research & Development',4,Master,Medical,High,Female,Medium,AssociateProfessional,'Research Scientist',Medium,Married,2622,No,21,Outstanding,VeryHigh,Level1,7,High,3,2,1,1
37,No,Travel_Frequently,'Research & Development',11,Bachelor,Other,Medium,Male,High,AssociateManager,'Research Director',VeryHigh,Divorced,12185,Yes,14,Excellent,High,Level4,10,High,10,8,0,7
38,No,Travel_Rarely,Sales,3,Bachelor,'Life Sciences',Low,Male,High,AssociateManager,'Sales Executive',High,Divorced,10609,No,12,Excellent,High,Level3,17,Medium,16,10,5,13
31,No,Non-Travel,'Research & Development',1,Master,Medical,High,Male,Low,Professional,'Manufacturing Director',High,Married,4345,No,12,Excellent,VeryHigh,Level2,6,High,5,4,1,4
59,No,Travel_Rarely,'Research & Development',3,Bachelor,'Life Sciences',High,Male,Medium,AssociateProfessional,'Research Scientist',VeryHigh,Married,2177,No,17,Excellent,Low,Level2,7,High,1,0,0,0
37,No,Travel_Frequently,Sales,4,Master,Marketing,Low,Male,High,AssociateProfessional,'Sales Representative',VeryHigh,Divorced,2793,No,17,Excellent,High,Level2,13,High,9,8,5,8
29,No,Travel_Frequently,Sales,1,BelowCollege,Medical,Medium,Female,High,AssociateManager,'Sales Executive',VeryHigh,Married,7918,No,14,Excellent,VeryHigh,Level2,11,High,11,10,4,1
35,No,Travel_Frequently,Sales,1,Bachelor,Marketing,High,Female,High,AssociateManager,'Sales Executive',High,Single,8789,No,14,Excellent,Low,Level1,10,VeryHigh,10,7,0,8
29,Yes,Travel_Rarely,'Research & Development',18,BelowCollege,Medical,High,Male,Medium,AssociateProfessional,'Research Scientist',VeryHigh,Single,2389,Yes,13,Excellent,High,Level1,4,Medium,4,3,0,1
52,No,Travel_Rarely,'Research & Development',2,Bachelor,'Life Sciences',High,Female,Medium,AssociateProfessional,'Laboratory Technician',VeryHigh,Single,3212,No,15,Excellent,Medium,Level1,6,Medium,2,2,2,2
42,No,Travel_Rarely,'Research & Development',4,College,'Technical Degree',High,Male,High,Executive,Manager,VeryHigh,Married,19232,No,11,Excellent,VeryHigh,Level1,22,High,22,17,11,15
59,No,Travel_Rarely,'Human Resources',6,College,Medical,Medium,Male,High,AssociateProfessional,'Human Resources',High,Married,2267,No,17,Excellent,VeryHigh,Level1,7,Medium,2,2,2,2
50,No,Travel_Rarely,Sales,1,Master,Medical,VeryHigh,Female,High,Executive,Manager,VeryHigh,Divorced,19517,No,11,Excellent,High,Level2,32,Medium,7,0,0,6
33,Yes,Travel_Rarely,'Research & Development',14,Bachelor,Medical,High,Male,High,AssociateProfessional,'Laboratory Technician',VeryHigh,Married,2436,Yes,13,Excellent,High,Level2,8,Low,5,4,0,4
43,No,Travel_Rarely,Sales,16,Bachelor,Marketing,VeryHigh,Female,High,Manager,Manager,VeryHigh,Married,16064,Yes,22,Outstanding,High,Level2,22,High,17,13,1,9
33,Yes,Travel_Rarely,'Research & Development',2,College,'Life Sciences',Low,Female,High,AssociateProfessional,'Laboratory Technician',Low,Married,2707,No,20,Outstanding,Low,Level1,13,VeryHigh,9,7,1,7
52,No,Non-Travel,Sales,2,Master,'Life Sciences',Low,Male,Medium,Executive,Manager,High,Single,19068,Yes,18,Excellent,VeryHigh,Level1,33,VeryHigh,33,7,15,12
32,No,Travel_Rarely,Sales,4,College,'Life Sciences',High,Female,High,AssociateProfessional,'Sales Representative',Medium,Married,3931,No,11,Excellent,Low,Level2,6,High,4,3,1,2
32,Yes,Travel_Rarely,'Research & Development',1,Bachelor,'Life Sciences',VeryHigh,Male,Medium,AssociateProfessional,'Laboratory Technician',High,Single,3730,Yes,14,Excellent,VeryHigh,Level1,4,Low,3,2,1,2
